time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1554135254.268104,6,1418,216.58.211.46,192.168.1.80,443,50538
1554135254.268107,6,1418,216.58.211.46,192.168.1.80,443,50538
1554135254.268111,6,1418,216.58.211.46,192.168.1.80,443,50538
1554135254.268113,6,1216,216.58.211.46,192.168.1.80,443,50538
1554135254.268117,6,46,216.58.211.46,192.168.1.80,443,50538
1554135254.268425,6,46,192.168.1.80,216.58.211.46,50538,443
1554135254.473158,6,1090,192.168.1.80,173.194.5.135,33796,443
1554135254.487797,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48781,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487845,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48785,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487863,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487867,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487876,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48788,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487888,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487892,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.4879,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487904,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487912,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487917,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487927,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487931,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48794,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487947,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487955,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487959,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487966,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48797,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487973,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487976,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487979,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487983,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487986,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487989,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487992,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487995,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.487999,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489243,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489278,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489285,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489296,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.4893,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489303,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489307,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48931,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489313,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489316,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489319,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489322,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489325,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489329,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489332,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489336,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48934,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489343,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489346,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489349,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489353,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489356,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48936,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489363,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489366,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48937,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489373,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489376,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.48938,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489383,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489386,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.489389,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490843,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490864,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490869,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490874,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490877,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49088,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490882,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490884,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490886,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490888,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49089,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490896,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.4909,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490903,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490907,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490913,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490916,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49092,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490923,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490927,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490929,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490934,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490936,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490944,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490946,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490955,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490959,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490971,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490975,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490984,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490988,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.490995,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492483,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492498,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492502,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492508,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492511,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492514,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492517,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492519,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492522,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492526,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492529,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492532,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492536,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492539,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492541,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492544,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492546,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492549,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492551,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492558,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492561,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492566,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492569,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492574,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492577,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492584,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492588,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492591,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492594,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492598,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492602,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.492613,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494085,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494111,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494116,6,1283,173.194.5.135,192.168.1.80,443,33796
1554135254.494124,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494128,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494134,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494137,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494144,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49415,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494156,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494159,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494165,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494168,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494174,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494177,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494182,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494187,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49419,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494193,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494197,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494201,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494203,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494208,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494211,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494216,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49422,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494226,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49423,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494233,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494236,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49424,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.494243,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495664,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495696,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495703,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495712,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495718,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495727,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495731,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495743,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495747,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495756,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49576,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495769,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495772,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495781,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495785,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495795,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495799,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495802,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495805,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495808,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49581,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495813,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495817,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495823,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495826,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495829,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495832,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495835,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495837,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495844,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495848,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.495856,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497376,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497399,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497415,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497424,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497429,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497437,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49744,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497443,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497447,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49745,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497453,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497457,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49746,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497468,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497472,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497482,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497486,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497495,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497499,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497508,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497512,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49752,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497523,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497532,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497536,6,356,173.194.5.135,192.168.1.80,443,33796
1554135254.497545,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49755,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49756,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497564,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497572,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497576,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.497584,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498937,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498951,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498955,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498968,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498973,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498984,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498988,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.498998,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499002,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499012,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499017,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499026,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49903,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499042,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499046,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499056,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499061,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49907,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499074,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499086,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49909,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.4991,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499104,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499121,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499126,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49913,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499133,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499137,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.49914,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499144,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499147,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.499156,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500555,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500574,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500582,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500593,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500598,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500609,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500613,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500623,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500628,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500637,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500642,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500652,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500656,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500659,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500663,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500666,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.50067,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500673,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500679,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500686,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500691,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.5007,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500705,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500714,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500719,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500728,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500733,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500741,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500746,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500755,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.50076,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.500772,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.501068,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.501082,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.501089,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.5011,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.501105,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135254.501114,6,441,173.194.5.135,192.168.1.80,443,33796
1554135262.401768,6,1203,192.168.1.80,173.194.5.135,33796,443
1554135262.413197,6,406,192.168.1.80,216.58.211.46,50538,443
1554135262.41765,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417674,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417688,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417698,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417707,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417717,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417726,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417736,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417745,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417754,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417763,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417777,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417787,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417796,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417805,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417815,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417819,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417822,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417825,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417829,6,1396,173.194.5.135,192.168.1.80,443,33796
1554135262.417832,6,1396,173.194.5.135,192.168.1.80,443,33796
