time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1570291228.233699,6,132,172.19.98.240,213.123.204.222,43144,22
1570291228.247381,6,260,213.123.204.222,172.19.98.240,22,43144
1570291228.265405,6,132,172.19.98.240,213.123.204.222,43144,22
1570291228.309987,6,244,213.123.204.222,172.19.98.240,22,43144
1570291228.430324,6,244,213.123.204.222,172.19.98.240,22,43144
1570291228.530133,6,132,172.19.98.240,213.123.204.222,43144,22
1570291228.607654,6,148,213.123.204.222,172.19.98.240,22,43144
1570291228.665461,6,132,172.19.98.240,213.123.204.222,43144,22
1570291228.744427,6,148,213.123.204.222,172.19.98.240,22,43144
1570291228.809819,6,132,172.19.98.240,213.123.204.222,43144,22
1570291228.887376,6,148,213.123.204.222,172.19.98.240,22,43144
1570291228.944407,6,132,172.19.98.240,213.123.204.222,43144,22
1570291229.021663,6,132,213.123.204.222,172.19.98.240,22,43144
1570291229.099124,6,132,172.19.98.240,213.123.204.222,43144,22
1570291229.109252,6,228,213.123.204.222,172.19.98.240,22,43144
1570291229.390289,6,132,172.19.98.240,213.123.204.222,43144,22
1570291229.469944,6,148,213.123.204.222,172.19.98.240,22,43144
1570291229.700813,6,132,172.19.98.240,213.123.204.222,43144,22
1570291229.78009,6,148,213.123.204.222,172.19.98.240,22,43144
1570291230.24194,6,132,172.19.98.240,213.123.204.222,43144,22
1570291230.321643,6,132,213.123.204.222,172.19.98.240,22,43144
1570291230.735523,6,132,172.19.98.240,213.123.204.222,43144,22
1570291230.815799,6,148,213.123.204.222,172.19.98.240,22,43144
1570291231.461942,6,132,172.19.98.240,213.123.204.222,43144,22
1570291231.541212,6,148,213.123.204.222,172.19.98.240,22,43144
1570291231.751931,6,116,172.19.98.240,213.123.204.222,43144,22
1570291231.832352,6,148,213.123.204.222,172.19.98.240,22,43144
1570291231.870846,6,148,213.123.204.222,172.19.98.240,22,43144
1570291231.896824,6,116,172.19.98.240,213.123.204.222,43144,22
1570291231.974178,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.056598,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.062607,6,116,172.19.98.240,213.123.204.222,43144,22
1570291232.139722,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.206843,6,116,172.19.98.240,213.123.204.222,43144,22
1570291232.22044,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.284381,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.36,6,116,172.19.98.240,213.123.204.222,43144,22
1570291232.367684,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.438039,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.510929,6,116,172.19.98.240,213.123.204.222,43144,22
1570291232.515895,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.589186,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.670697,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.674969,6,116,172.19.98.240,213.123.204.222,43144,22
1570291232.752995,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.832015,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.869571,6,116,172.19.98.240,213.123.204.222,43144,22
1570291232.946982,6,132,213.123.204.222,172.19.98.240,22,43144
1570291232.985806,6,132,213.123.204.222,172.19.98.240,22,43144
1570291233.326146,6,116,172.19.98.240,213.123.204.222,43144,22
1570291233.404725,6,132,213.123.204.222,172.19.98.240,22,43144
1570291233.444444,6,132,213.123.204.222,172.19.98.240,22,43144
1570291233.749161,6,116,172.19.98.240,213.123.204.222,43144,22
1570291233.829729,6,132,213.123.204.222,172.19.98.240,22,43144
1570291233.868255,6,196,213.123.204.222,172.19.98.240,22,43144
1570291234.229366,6,132,172.19.98.240,213.123.204.222,43144,22
1570291234.309668,6,132,213.123.204.222,172.19.98.240,22,43144
1570291234.365653,6,132,172.19.98.240,213.123.204.222,43144,22
1570291234.444353,6,132,213.123.204.222,172.19.98.240,22,43144
1570291234.883772,6,132,172.19.98.240,213.123.204.222,43144,22
1570291234.964963,6,132,213.123.204.222,172.19.98.240,22,43144
1570291235.290791,6,116,172.19.98.240,213.123.204.222,43144,22
1570291235.370601,6,132,213.123.204.222,172.19.98.240,22,43144
1570291235.397284,6,116,172.19.98.240,213.123.204.222,43144,22
1570291235.409657,6,196,213.123.204.222,172.19.98.240,22,43144
1570291235.519568,6,132,213.123.204.222,172.19.98.240,22,43144
1570291235.558044,6,196,213.123.204.222,172.19.98.240,22,43144
1570291235.570968,6,116,172.19.98.240,213.123.204.222,43144,22
1570291235.648918,6,132,213.123.204.222,172.19.98.240,22,43144
1570291235.712741,6,116,172.19.98.240,213.123.204.222,43144,22
1570291235.728774,6,196,213.123.204.222,172.19.98.240,22,43144
1570291235.789802,6,132,213.123.204.222,172.19.98.240,22,43144
1570291235.829049,6,196,213.123.204.222,172.19.98.240,22,43144
1570291235.866546,6,116,172.19.98.240,213.123.204.222,43144,22
1570291235.92991,6,116,172.19.98.240,213.123.204.222,43144,22
1570291235.944029,6,132,213.123.204.222,172.19.98.240,22,43144
1570291236.041195,6,196,213.123.204.222,172.19.98.240,22,43144
1570291236.058441,6,116,172.19.98.240,213.123.204.222,43144,22
1570291236.080233,6,276,213.123.204.222,172.19.98.240,22,43144
1570291236.160987,6,132,213.123.204.222,172.19.98.240,22,43144
1570291236.167155,6,116,172.19.98.240,213.123.204.222,43144,22
1570291236.214357,6,196,213.123.204.222,172.19.98.240,22,43144
1570291236.297229,6,276,213.123.204.222,172.19.98.240,22,43144
1570291236.681718,6,116,172.19.98.240,213.123.204.222,43144,22
1570291236.761969,6,132,213.123.204.222,172.19.98.240,22,43144
1570291236.800827,6,388,213.123.204.222,172.19.98.240,22,43144
1570291236.869154,6,116,172.19.98.240,213.123.204.222,43144,22
1570291236.938712,6,116,172.19.98.240,213.123.204.222,43144,22
1570291236.946609,6,372,213.123.204.222,172.19.98.240,22,43144
1570291236.985146,6,260,213.123.204.222,172.19.98.240,22,43144
1570291237.019942,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291237.020054,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291237.020106,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291237.020138,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291237.024077,6,420,213.123.204.222,172.19.98.240,22,43144
1570291237.062949,6,900,213.123.204.222,172.19.98.240,22,43144
1570291237.064455,6,116,172.19.98.240,213.123.204.222,43144,22
1570291237.263614,6,132,172.19.98.240,213.123.204.222,43144,22
1570291237.326435,6,308,213.123.204.222,172.19.98.240,22,43144
1570291237.41489,6,148,213.123.204.222,172.19.98.240,22,43144
1570291237.438426,6,132,172.19.98.240,213.123.204.222,43144,22
1570291237.516659,6,212,213.123.204.222,172.19.98.240,22,43144
1570291238.019275,6,116,172.19.98.240,213.123.204.222,43144,22
1570291238.100055,6,148,213.123.204.222,172.19.98.240,22,43144
1570291238.138668,6,468,213.123.204.222,172.19.98.240,22,43144
1570291238.177532,6,580,213.123.204.222,172.19.98.240,22,43144
1570291239.381992,6,132,172.19.98.240,213.123.204.222,43144,22
1570291239.462016,6,308,213.123.204.222,172.19.98.240,22,43144
1570291239.500872,6,116,213.123.204.222,172.19.98.240,22,43144
1570291247.185139,6,116,172.19.98.240,213.123.204.222,43144,22
1570291247.469362,6,116,172.19.98.240,213.123.204.222,43144,22
1570291247.671846,6,228,213.123.204.222,172.19.98.240,22,43144
1570291247.879456,6,116,172.19.98.240,213.123.204.222,43144,22
1570291247.958631,6,116,213.123.204.222,172.19.98.240,22,43144
1570291247.972592,6,116,172.19.98.240,213.123.204.222,43144,22
1570291248.053123,6,116,213.123.204.222,172.19.98.240,22,43144
1570291248.063933,6,116,172.19.98.240,213.123.204.222,43144,22
1570291248.141431,6,116,213.123.204.222,172.19.98.240,22,43144
1570291248.243268,6,452,213.123.204.222,172.19.98.240,22,43144
1570291248.741421,6,116,172.19.98.240,213.123.204.222,43144,22
1570291248.820775,6,116,213.123.204.222,172.19.98.240,22,43144
1570291248.844566,6,116,172.19.98.240,213.123.204.222,43144,22
1570291248.917909,6,116,172.19.98.240,213.123.204.222,43144,22
1570291248.922674,6,116,213.123.204.222,172.19.98.240,22,43144
1570291248.964311,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.003104,6,116,213.123.204.222,172.19.98.240,22,43144
1570291249.034289,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.072748,6,116,213.123.204.222,172.19.98.240,22,43144
1570291249.152148,6,116,213.123.204.222,172.19.98.240,22,43144
1570291249.470181,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.549735,6,116,213.123.204.222,172.19.98.240,22,43144
1570291249.561656,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.619084,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.638673,6,116,213.123.204.222,172.19.98.240,22,43144
1570291249.723899,6,116,213.123.204.222,172.19.98.240,22,43144
1570291249.760104,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.84936,6,132,213.123.204.222,172.19.98.240,22,43144
1570291249.899861,6,116,172.19.98.240,213.123.204.222,43144,22
1570291249.977174,6,116,213.123.204.222,172.19.98.240,22,43144
1570291250.001983,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291250.002078,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291250.002122,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291250.016381,6,1374,213.123.204.222,172.19.98.240,22,43144
1570291250.016474,6,36,213.123.204.222,172.19.98.240,22,43144
1570291251.069132,6,132,172.19.98.240,213.123.204.222,43144,22
1570291251.148503,6,308,213.123.204.222,172.19.98.240,22,43144
1570291251.187224,6,132,213.123.204.222,172.19.98.240,22,43144
1570291251.213365,6,132,172.19.98.240,213.123.204.222,43144,22
1570291251.291574,6,148,213.123.204.222,172.19.98.240,22,43144
1570291251.39885,6,132,172.19.98.240,213.123.204.222,43144,22
1570291251.476141,6,148,213.123.204.222,172.19.98.240,22,43144
1570291251.575834,6,132,172.19.98.240,213.123.204.222,43144,22
1570291251.653655,6,148,213.123.204.222,172.19.98.240,22,43144
1570291251.778394,6,132,172.19.98.240,213.123.204.222,43144,22
1570291251.858192,6,148,213.123.204.222,172.19.98.240,22,43144
